Source,Target
0,1
0,3
0,5
1,6
2,3
2,12
3,4
4,5
4,7
5,6
5,8
6,9
7,8
7,19
8,9
8,20
9,21
10,11
10,25
11,12
11,26
12,13
12,27
13,14
13,84
14,15
14,85
15,16
15,94
16,17
16,89
17,18
18,19
18,91
19,20
19,22
20,21
20,23
21,24
22,23
22,28
23,24
23,29
24,30
25,26
25,31
26,27
26,32
27,33
28,29
28,93
29,30
29,34
30,35
31,32
31,39
32,33
32,40
33,83
34,35
34,93
34,43
35,44
36,37
36,46
37,38
37,47
38,39
38,48
39,40
39,49
40,83
40,50
41,83
41,84
42,43
42,93
42,52
43,44
43,53
44,54
45,94
45,85
46,47
46,55
47,48
47,56
48,49
48,57
49,50
49,58
50,51
50,59
51,83
51,60
52,53
52,92
53,54
53,63
54,64
55,56
55,65
56,57
56,66
57,58
57,67
58,59
58,68
59,60
59,69
60,70
61,62
61,70
61,84
62,87
62,85
63,64
63,92
65,66
66,67
67,68
68,69
69,70
71,72
71,87
71,75
72,73
72,88
72,76
73,74
73,90
73,77
74,92
74,78
75,76
75,81
76,77
76,82
77,78
77,79
78,80
79,80
79,82
81,82
83,84
84,85
85,95
86,94
86,87
86,95
87,88
88,90
88,89
89,94
89,91
90,92
90,91
91,93
94,95
