Source,Target
0,1
0,11
1,4
2,3
2,19
3,12
4,5
4,22
5,6
5,20
6,7
6,21
7,45
8,9
8,50
9,10
9,24
10,11
10,25
11,23
12,13
12,28
13,14
13,26
14,15
14,27
15,48
16,17
16,53
17,18
17,30
18,19
18,31
19,29
20,21
20,36
21,37
22,35
23,34
24,25
24,32
25,33
26,27
26,42
27,43
28,41
29,40
30,31
30,38
31,39
32,33
32,51
33,34
34,35
34,56
35,36
35,57
36,37
37,44
38,39
38,54
39,40
40,41
40,60
41,42
41,61
42,43
43,47
44,45
44,73
45,46
46,74
47,48
47,75
48,49
49,50
49,76
50,51
51,77
52,53
52,78
53,54
54,79
55,56
55,63
56,57
56,64
57,58
57,66
58,67
59,60
59,68
60,61
60,69
61,62
61,71
62,72
63,64
63,81
64,65
65,66
65,82
66,67
67,83
68,69
68,86
69,70
70,71
70,87
71,72
72,88
73,74
73,84
75,76
75,89
76,77
77,80
78,79
79,85
80,81
80,90
81,82
81,91
82,83
82,92
83,84
83,93
84,94
85,86
85,95
86,87
86,96
87,88
87,97
88,89
88,98
89,99
90,91
91,92
92,93
93,94
95,96
96,97
97,98
98,99
