Source,Target
0,1
0,6
1,2
1,7
2,8
3,4
3,17
4,10
5,6
5,26
6,7
6,31
7,8
7,32
8,9
9,33
10,11
10,19
11,12
11,21
12,13
12,15
13,14
13,16
14,24
15,16
15,22
16,23
17,18
17,27
18,19
18,28
19,20
20,21
20,28
20,38
21,22
21,39
22,23
23,24
24,25
24,34
25,26
25,29
26,30
27,28
28,37
29,30
29,35
30,31
31,32
31,36
32,33
32,50
34,35
34,40
34,47
35,36
36,49
37,38
37,43
38,39
39,40
39,41
40,42
41,42
41,45
42,46
43,44
44,45
44,52
45,46
45,53
46,47
48,49
48,54
49,50
50,51
50,56
51,58
52,53
54,55
55,56
55,59
56,57
57,58
57,60
59,60
