Source,Target
0,1
0,9
1,2
1,10
2,3
2,11
3,4
3,12
4,5
4,13
5,6
5,16
6,7
6,17
7,8
7,18
8,19
9,10
9,23
10,24
11,12
11,20
12,13
12,14
13,15
14,15
14,21
15,16
15,22
16,17
16,36
17,18
17,37
18,19
18,38
19,39
20,21
20,27
21,22
21,28
22,35
23,24
23,29
24,25
25,26
25,30
26,27
26,31
27,28
27,32
28,34
29,30
29,40
30,31
30,41
31,32
32,33
33,34
33,42
34,35
35,36
35,43
36,37
36,44
37,38
37,45
38,39
38,46
39,47
40,41
40,48
41,42
41,49
42,43
42,50
43,44
43,51
44,45
44,52
45,46
45,53
46,47
46,54
47,55
48,49
49,50
50,51
51,52
52,53
53,54
54,55
