Source,Target
0,1
0,11
0,12
1,2
1,13
2,3
2,14
3,4
3,15
4,5
4,16
5,6
6,7
6,25
7,26
8,9
8,17
9,10
9,18
10,11
10,19
11,20
12,13
12,21
13,14
14,15
14,22
15,16
16,23
17,18
17,29
18,19
18,27
19,20
19,28
20,21
20,32
21,22
21,34
22,23
22,35
23,24
23,36
24,25
24,37
25,26
25,38
26,39
27,28
27,30
28,31
29,30
29,42
30,31
30,43
31,32
31,44
32,33
32,45
33,34
33,46
34,35
34,47
35,36
35,48
36,37
36,49
37,38
37,50
38,39
38,51
39,40
40,51
40,64
41,42
41,52
42,43
42,53
43,44
43,54
44,45
44,55
45,46
45,57
46,47
46,58
47,48
47,59
48,49
48,60
49,50
49,61
50,51
50,62
51,63
52,53
52,65
53,66
54,55
54,67
55,56
56,57
56,67
56,76
57,58
57,77
58,59
59,60
59,68
60,61
60,70
61,62
61,72
62,63
63,64
63,83
64,84
65,66
65,73
66,67
66,74
67,75
68,69
68,78
69,70
69,79
70,71
70,80
71,72
71,81
72,82
73,74
74,75
75,76
76,77
77,78
78,79
79,80
80,81
81,82
82,83
83,84
