Source,Target
0,1
0,74
1,4
2,3
2,6
3,70
4,74
4,13
5,74
5,72
6,70
6,7
7,8
7,17
8,9
8,70
8,18
9,10
9,71
9,20
10,11
10,21
11,14
11,72
12,13
12,14
12,74
12,15
13,16
14,73
15,16
15,23
16,28
17,18
18,19
19,20
19,30
20,21
20,34
21,24
21,35
22,23
22,24
22,25
23,26
24,73
24,36
25,26
25,37
26,27
26,38
27,28
27,39
28,40
29,30
29,31
30,32
31,32
31,49
32,33
32,50
33,34
33,51
34,35
34,53
35,36
35,48
36,37
36,47
37,38
37,41
38,39
38,42
39,40
40,45
41,42
41,47
41,66
42,43
43,44
43,67
44,45
44,68
45,46
46,69
47,48
47,65
48,53
48,64
49,50
49,58
50,51
50,54
51,52
51,55
52,53
52,56
53,57
54,55
54,59
55,56
55,62
56,57
57,63
58,59
58,60
59,61
60,61
61,62
62,63
63,64
64,65
65,66
66,67
67,68
68,69
70,71
71,72
