Source,Target
0,1
0,15
1,16
2,3
2,25
3,4
3,26
4,5
4,27
5,6
5,30
6,7
6,31
7,8
7,32
8,9
8,19
9,10
9,20
10,11
10,36
11,12
11,37
12,13
12,38
13,14
13,39
14,15
14,40
15,16
15,21
16,17
16,22
17,18
17,23
18,24
19,20
19,33
20,34
21,22
21,41
22,23
22,42
23,24
24,43
25,26
25,28
26,27
27,29
28,29
28,44
29,30
29,45
30,31
30,46
31,32
31,47
32,33
32,48
33,34
33,49
34,35
35,36
35,50
36,37
36,51
37,38
37,52
38,39
38,53
39,40
39,54
40,41
40,55
41,42
41,56
42,43
42,57
43,58
44,45
44,69
45,46
45,70
46,47
46,71
47,48
47,72
48,49
48,73
49,50
49,59
50,51
50,60
51,52
51,61
52,53
52,62
53,54
53,63
54,55
54,64
55,56
55,65
56,57
56,66
57,58
57,67
58,68
59,60
59,73
59,74
60,61
60,75
61,62
61,76
62,63
62,77
63,64
63,78
64,65
65,66
66,67
67,68
69,70
70,71
71,72
72,73
74,75
75,76
76,77
77,78
