x,y,column
883,20,0
813,20,1
742,20,0
671,20,1
600,20,0
527,20,1
241,20,1
315,20,0
403,20,1
486,20,0
1095,20,1
1044,20,0
991,20,0
952,20,1
936,20,0
233,88,0
883,88,0
813,88,0
742,88,0
671,88,0
600,88,0
1044,88,0
991,88,0
952,88,0
936,88,0
1095,140,0
1044,140,0
991,140,0
952,140,0
936,140,0
600,185,0
742,185,0
671,185,1
936,185,0
883,185,0
813,185,1
1095,185,1
1044,185,0
1025,185,0
991,185,0
952,185,1
1095,268,0
1025,268,0
952,268,0
883,268,0
813,268,0
742,268,0
671,268,0
600,268,0
1095,349,1
1025,349,0
952,349,1
883,349,0
813,349,1
742,349,0
671,349,1
600,349,0
546,349,0
527,92,0
527,471,0
525,185,1
529,267,0
416,598,0
355,421,0
291,253,0
170,598,1
236,65,0
228,130,1
219,200,0
210,273,1
200,354,0
196,386,0
190,436,1
244,441,0
246,485,0
233,530,0
222,604,0
311,80,0
304,138,0
296,208,0
289,282,0
275,361,0
273,391,0
267,444,0
262,487,0
254,532,0
305,448,0
300,491,0
295,537,0
286,610,0
341,542,0
329,619,1
357,370,0
356,404,0
351,453,1
379,218,0
370,292,1
395,85,0
388,144,1
475,88,0
440,379,0
438,412,0
435,461,0
421,550,0
414,624,0
468,168,0
459,244,0
450,319,0
524,388,0
522,421,0
511,469,1
500,559,0
491,632,1
526,345,1
364,215,0
352,288,0
