Source,Target
0,1
0,6
1,2
1,8
2,3
3,4
3,9
4,12
5,6
5,15
6,7
7,8
7,17
8,9
8,31
9,10
10,11
10,33
11,12
11,34
12,13
13,35
14,15
14,27
15,16
16,17
16,28
17,29
18,19
18,36
19,20
19,49
20,21
20,50
21,51
22,23
22,37
23,24
23,38
24,25
24,39
25,26
26,27
26,40
27,28
28,29
28,41
29,30
30,31
30,43
31,32
31,44
32,33
32,45
33,34
34,35
34,47
35,36
36,48
37,38
37,69
38,39
38,70
39,40
40,41
40,58
41,42
41,59
42,43
42,60
43,44
43,55
44,45
44,56
45,46
45,57
46,47
46,52
47,48
47,53
48,49
48,54
49,50
50,51
50,61
51,62
52,53
52,67
53,54
54,68
55,56
55,65
56,57
57,66
58,59
58,63
59,60
60,64
61,62
61,76
62,77
63,64
63,80
64,65
64,71
65,66
66,67
66,74
67,68
67,75
68,87
69,70
69,78
70,79
71,72
71,82
72,73
72,83
73,74
73,84
74,75
75,85
76,77
76,87
78,79
79,80
80,81
81,82
81,94
82,83
82,88
83,84
83,89
84,85
84,90
85,86
85,91
86,87
86,93
88,89
88,95
89,90
89,99
90,91
90,96
91,92
92,93
92,97
94,95
95,98
96,97
98,99
