Source,Target
0,1
0,10
1,2
1,11
2,3
2,12
3,4
3,13
4,5
4,14
5,6
5,15
6,16
7,8
7,19
8,9
8,20
9,10
9,21
10,11
10,22
11,12
11,24
12,13
12,26
13,14
13,27
14,15
14,28
15,16
15,32
16,17
16,29
17,18
17,30
18,31
19,20
19,47
20,21
20,48
21,22
21,49
22,23
22,36
23,24
23,37
24,25
24,33
25,26
25,34
26,27
26,35
27,28
27,43
28,32
28,44
29,30
29,32
29,38
30,31
30,39
31,40
32,109
33,34
33,101
34,35
34,41
35,42
36,37
36,97
37,100
38,39
38,53
39,40
39,54
41,42
41,101
42,43
42,58
43,44
43,50
44,46
44,108
45,46
45,109
46,110
46,116
46,109
47,48
47,61
48,49
48,62
49,97
49,96
50,108
50,107
51,52
51,97
51,56
52,101
52,102
53,54
53,69
54,55
54,70
55,71
56,59
56,96
56,98
57,110
57,107
57,108
57,67
58,60
58,102
58,104
59,102
59,112
60,107
60,111
61,62
61,63
62,96
62,65
63,64
63,73
64,65
64,74
65,75
66,67
66,106
66,77
67,68
67,83
68,69
68,110
68,84
69,70
69,85
70,71
70,86
71,87
72,105
72,99
72,103
72,93
72,113
73,74
73,78
74,75
75,95
75,80
76,77
76,106
76,81
77,82
78,79
78,88
79,80
79,89
80,90
81,82
81,94
82,83
83,84
84,85
85,86
86,87
88,89
89,90
90,91
91,92
91,95
92,93
92,99
93,94
94,105
95,99
95,96
97,100
98,99
98,112
99,113
100,101
102,103
102,112
103,113
104,111
105,106
105,111
106,107
108,114
112,113
114,115
115,116
