Source,Target
0,1
0,15
1,2
1,16
2,26
3,4
3,22
4,5
4,12
5,13
6,7
6,20
7,8
7,21
8,31
9,10
9,27
10,11
10,17
11,18
12,13
12,23
13,14
14,15
14,24
15,16
16,25
17,18
17,28
18,19
19,20
19,29
20,21
21,30
22,23
22,53
23,24
23,32
24,25
24,35
25,26
25,38
26,48
27,28
27,62
28,29
28,39
29,30
29,42
30,31
30,45
31,57
32,33
32,54
33,34
33,52
34,35
34,49
35,36
35,50
36,37
36,51
37,38
37,46
38,47
39,40
39,63
40,41
40,61
41,42
41,58
42,43
42,59
43,44
43,60
44,45
44,55
45,56
46,47
46,65
47,48
49,50
49,77
50,51
51,64
52,54
52,76
53,54
55,56
55,70
56,57
58,59
58,82
59,60
60,69
61,63
61,81
62,63
64,65
64,83
65,66
66,67
66,84
67,68
67,85
68,97
69,70
69,89
70,71
71,72
71,90
72,73
72,91
73,74
73,100
74,75
74,86
75,76
75,87
76,77
77,88
78,79
78,103
79,80
79,92
80,81
80,93
81,82
82,94
83,84
83,95
84,85
85,96
86,87
86,101
87,88
88,102
89,90
89,98
90,91
91,99
92,93
92,104
93,94
94,105
95,96
95,109
96,97
96,111
97,120
98,99
98,115
99,100
99,117
100,101
100,123
101,102
101,106
102,108
103,104
103,126
104,105
104,112
105,114
106,107
106,124
107,108
107,125
108,109
109,110
110,111
110,118
111,119
112,113
112,127
113,114
113,128
114,115
115,116
116,117
116,121
117,122
118,119
119,120
121,122
122,123
123,124
124,125
126,127
127,128
