Source,Target
0,1
0,13
1,8
2,3
2,16
3,10
4,5
4,20
5,14
6,7
6,22
7,17
8,9
8,24
9,45
10,11
10,26
11,12
11,41
12,13
12,42
13,23
14,15
14,28
15,16
15,38
16,25
17,18
17,30
18,19
18,34
19,20
19,35
20,27
21,22
21,31
22,29
23,24
23,43
24,44
25,26
25,39
26,40
27,28
27,36
28,37
29,30
29,32
30,33
31,32
31,61
32,33
32,62
33,34
33,56
34,35
34,57
35,36
35,59
36,37
36,60
37,38
37,53
38,39
38,54
39,40
39,55
40,41
40,48
41,42
41,49
42,43
42,51
43,44
43,52
44,45
44,46
45,47
46,47
46,74
47,75
48,49
48,71
49,50
50,51
50,72
51,52
52,73
53,54
53,68
54,55
54,69
55,70
56,57
56,65
57,58
58,59
58,66
59,60
60,67
61,62
61,63
62,64
63,64
64,65
65,66
66,67
67,68
68,69
69,70
70,71
71,72
72,73
73,74
74,75
