x,y,column
1042,39,1
568,39,1
474,39,1
421,39,1
363,39,1
276,39,1
180,39,1
126,39,1
980,39,1
855,39,1
631,39,1
1140,39,1
759,129,1
608,129,1
568,129,1
532,129,0
474,129,1
421,129,1
363,129,1
276,129,1
180,129,1
126,129,1
657,129,1
1144,129,1
1042,129,1
568,163,0
532,163,0
474,163,0
1042,163,0
568,195,0
532,195,0
1042,195,0
1001,195,0
608,227,0
568,227,1
532,227,0
363,227,1
276,227,1
180,227,1
126,227,1
1001,323,0
856,323,1
759,323,1
728,323,1
568,323,1
363,323,1
276,323,1
180,323,1
126,323,1
662,323,1
568,387,0
532,387,0
951,419,1
856,419,1
728,419,1
664,419,1
568,419,1
532,419,0
363,419,1
276,419,1
180,419,1
126,419,1
951,515,1
856,515,1
728,515,1
664,515,1
568,515,1
532,515,0
363,515,1
276,515,1
180,515,1
126,515,1
568,547,0
532,547,0
728,547,1
951,610,1
856,610,1
728,610,0
664,610,1
568,610,1
363,610,1
276,610,1
180,610,1
486,610,1
1144,77,0
1041,227,1
1045,513,1
1042,419,1
1004,164,1
999,226,1
1003,124,1
949,326,1
759,225,1
759,38,1
660,545,1
568,570,1
473,230,1
476,419,1
475,517,1
486,322,1
477,384,0
477,549,0
671,229,1
1073,323,1
1042,431,1
862,59,1
817,145,1
905,193,1
923,248,1
856,265,1
880,126,1
839,214,1
796,77,1
1071,606,1
