Source,Target
0,1
0,5
1,2
1,3
2,4
3,4
3,6
4,7
5,6
5,28
6,7
6,29
7,8
7,30
8,9
8,31
9,10
9,32
10,11
10,33
11,12
11,34
12,13
12,35
13,14
13,36
14,15
14,37
15,16
15,38
16,17
16,22
17,18
17,23
18,19
18,24
19,20
19,25
20,21
20,26
21,27
22,23
22,39
23,24
23,40
24,25
24,41
25,26
25,42
26,27
26,43
27,44
28,29
28,45
29,30
29,46
30,31
30,47
31,32
31,48
32,33
32,49
33,34
33,50
34,35
34,51
35,36
35,52
36,37
36,53
37,38
37,54
38,55
39,40
39,57
40,41
40,70
41,42
41,71
42,43
42,72
43,44
43,73
44,74
45,46
45,58
46,47
46,59
47,48
47,60
48,49
48,61
49,50
49,62
50,51
50,63
51,52
51,64
52,53
52,65
53,54
53,66
54,55
54,67
55,56
56,57
56,68
57,69
58,59
58,75
59,60
59,76
60,61
60,77
61,62
61,78
62,63
62,79
63,64
63,80
64,65
64,81
65,66
65,82
66,67
66,83
67,68
67,84
68,69
68,85
69,70
69,86
70,71
70,87
71,72
71,88
72,73
72,89
73,74
73,90
74,91
75,76
76,77
77,78
78,79
79,80
80,81
81,82
82,83
83,84
84,85
85,86
86,87
87,88
88,89
89,90
90,91
