Source,Target
0,1
0,6
1,7
2,3
2,13
3,4
4,5
4,13
4,33
5,6
5,34
6,7
6,35
7,8
7,22
8,9
8,24
9,10
9,18
10,11
10,19
11,21
12,13
12,14
13,17
14,15
14,29
15,16
15,25
16,17
16,26
17,32
18,19
18,39
19,20
20,21
20,28
21,27
22,23
22,36
23,24
23,37
24,38
25,26
25,30
26,31
27,28
27,46
28,39
29,30
29,47
30,31
31,32
32,33
32,49
33,34
33,50
34,35
34,51
35,36
35,41
36,37
36,42
37,38
38,39
38,43
39,44
40,41
40,51
40,56
41,42
41,57
42,43
42,66
43,44
43,67
44,45
44,52
45,46
45,53
46,54
47,48
47,58
48,49
48,59
49,50
49,60
50,51
50,63
51,55
52,53
52,68
53,54
54,69
55,56
55,64
56,57
57,65
58,59
58,61
59,60
60,62
61,62
62,63
63,64
64,65
65,66
65,70
66,67
66,71
67,68
68,69
70,71
