Source,Target
0,1
0,2
0,11
1,12
2,3
2,10
3,4
3,9
4,5
4,8
5,7
5,18
6,7
6,19
7,20
8,9
8,17
9,10
9,15
10,11
10,16
11,12
11,14
12,13
13,14
13,23
14,16
14,22
15,16
15,17
15,25
16,21
17,18
17,24
18,20
18,39
19,20
19,40
20,41
21,22
21,25
21,26
22,23
22,27
23,28
24,25
24,29
25,30
26,27
26,30
26,36
27,28
27,32
28,31
29,30
29,38
30,34
31,32
31,46
32,36
32,45
33,34
33,38
33,48
34,35
35,36
35,49
36,44
37,39
37,41
37,43
38,39
38,47
39,62
40,41
40,58
41,42
42,43
42,60
43,61
44,45
44,51
45,46
45,52
46,53
47,48
47,55
48,49
48,57
49,50
50,51
50,64
51,52
52,53
54,55
54,62
54,79
55,56
55,65
56,57
56,66
57,63
58,59
58,67
59,60
59,69
60,61
60,70
61,62
61,77
62,78
63,64
63,71
64,72
65,66
66,80
67,68
67,73
68,69
68,74
69,70
69,75
70,76
71,72
71,81
72,82
73,74
74,75
75,76
76,77
77,78
78,79
79,80
80,81
81,82
