x,y,column
754,175,1
693,175,0
646,175,1
598,175,0
551,175,1
504,175,0
754,265,0
693,265,0
646,265,0
598,265,0
551,265,0
504,265,0
447,265,0
784,265,0
813,265,0
754,326,1
693,326,0
646,326,1
598,326,0
754,395,0
693,395,0
646,395,0
598,395,0
551,395,0
504,395,0
448,395,0
818,424,0
793,424,0
754,424,0
793,461,0
754,461,1
693,461,0
646,461,1
598,461,0
551,461,1
504,461,0
793,517,0
754,517,1
693,517,0
646,517,0
598,517,0
551,517,0
504,517,0
447,517,0
754,565,1
693,565,1
646,565,0
598,565,0
551,565,0
504,565,1
447,565,1
693,612,1
646,612,1
598,612,0
551,612,1
504,612,1
754,217,0
551,327,1
504,329,0
447,243,0
466,262,0
835,428,0
358,83,1
338,108,0
314,137,1
292,164,0
276,184,1
240,229,0
206,271,1
181,302,0
397,114,0
377,139,0
353,168,0
415,129,0
395,154,0
372,183,0
349,211,0
333,230,0
297,275,0
263,317,0
238,348,0
394,201,0
470,173,1
450,198,0
426,227,1
403,255,0
387,274,1
351,319,0
317,361,1
292,392,0
256,435,1
368,402,0
342,433,0
307,476,0
455,329,1
413,390,0
389,419,1
446,414,0
419,443,0
898,20,1
869,55,0
854,73,1
839,92,0
814,123,0
789,154,0
774,174,1
916,35,0
888,70,0
873,89,0
858,107,0
833,138,0
809,169,0
794,188,0
948,61,0
905,114,0
865,164,0
825,213,0
795,250,0
1001,103,1
957,156,1
917,206,0
877,256,1
847,292,0
818,326,1
1046,140,0
1003,193,0
963,243,0
923,293,0
893,330,0
864,365,0
839,393,1
1073,162,0
1030,215,0
990,265,0
950,314,0
920,351,0
891,387,0
868,415,0
848,439,0
825,462,1
951,376,0
922,412,1
899,440,0
879,465,0
838,516,1
1104,187,1
1061,240,1
1021,290,0
981,339,1
371,229,0
354,247,0
441,459,1
354,516,1
