x,y,column
1249,99,1
1160,99,0
1048,99,1
936,99,0
845,99,1
755,99,0
643,99,1
531,99,0
441,99,1
351,99,0
239,99,1
127,99,0
37,99,1
351,131,0
239,131,0
127,131,0
755,131,0
643,131,0
531,131,0
1160,131,0
1048,131,0
936,131,0
1249,210,1
1160,210,0
1140,210,1
1101,210,0
1048,210,1
994,210,0
955,210,1
936,210,0
845,210,1
755,210,0
736,210,1
697,210,0
643,210,1
590,210,0
550,210,1
531,210,0
441,210,1
351,210,0
331,210,1
292,210,0
239,210,1
185,210,0
146,210,1
127,210,0
37,210,1
418,255,1
331,255,0
292,255,0
265,255,1
239,255,1
213,255,1
185,255,0
146,255,0
60,255,1
37,255,0
822,255,1
736,255,0
697,255,0
669,255,1
643,255,1
617,255,1
590,255,0
550,255,0
464,255,1
441,255,0
1249,255,0
1227,255,1
1140,255,0
1101,255,0
1074,255,1
1048,255,1
1022,255,1
994,255,0
955,255,0
869,255,1
845,255,0
331,302,0
265,302,1
239,302,1
213,302,1
146,302,0
736,302,0
669,302,1
643,302,1
617,302,1
550,302,0
1140,302,0
1074,302,0
1048,302,0
1022,302,0
955,302,0
1249,341,1
1227,341,1
1140,341,1
1101,341,0
1048,341,1
994,341,0
955,341,1
869,341,1
845,341,0
822,341,1
736,341,1
697,341,0
643,341,1
590,341,0
550,341,1
464,341,1
441,341,0
418,341,1
331,341,1
292,341,0
239,341,1
185,341,0
146,341,1
60,341,1
37,341,1
331,394,0
292,394,0
239,394,0
185,394,0
146,394,0
736,394,0
697,394,0
643,394,0
590,394,0
550,394,0
1140,394,0
1101,394,0
1048,394,0
994,394,0
955,394,0
1249,534,0
1140,534,1
1048,534,1
955,534,1
845,534,1
736,534,1
643,534,1
550,534,1
441,534,1
331,534,1
239,534,1
146,534,1
37,534,1
