Source,Target
0,1
0,9
1,2
1,10
2,3
2,11
3,4
3,28
4,5
4,29
5,6
5,30
6,7
6,31
7,32
8,9
8,16
8,25
9,10
9,26
10,11
11,27
12,13
12,19
13,14
13,20
14,15
14,21
15,16
15,23
16,24
17,18
17,42
18,19
18,43
19,20
19,53
20,21
20,59
21,22
21,34
22,23
22,35
23,24
23,36
24,25
24,46
25,26
25,47
26,27
26,48
27,28
27,49
28,29
28,50
29,30
29,37
30,31
30,38
31,32
31,39
32,33
32,40
33,41
34,35
34,44
35,36
36,45
37,38
37,54
38,39
39,40
40,41
41,56
42,43
42,51
43,52
44,45
44,63
45,46
45,64
46,47
46,65
47,48
47,66
48,49
48,67
49,50
49,68
50,69
51,52
51,57
52,53
53,58
54,55
54,70
55,56
55,71
56,73
57,58
57,60
58,59
59,62
60,61
61,62
61,84
62,63
62,85
63,64
63,76
64,65
64,77
65,66
65,78
66,67
66,79
67,68
67,80
68,69
68,81
69,70
69,82
70,71
70,83
71,72
71,74
72,73
72,75
74,75
74,83
74,98
75,99
76,77
76,85
76,90
77,78
77,91
78,79
78,92
79,80
79,93
80,81
80,94
81,82
81,95
82,83
82,96
83,97
84,85
84,86
85,87
86,87
86,88
87,89
88,89
89,90
90,91
91,92
92,93
93,94
94,95
95,96
96,97
97,98
98,99
