Source,Target
0,1
0,32
1,2
1,33
2,3
2,34
3,4
3,35
4,5
4,36
5,6
5,37
6,7
6,21
7,8
7,22
8,9
8,23
9,10
9,24
10,11
10,25
11,12
11,27
12,13
12,45
13,14
13,46
14,15
14,47
15,16
15,48
16,17
16,49
17,18
17,50
18,19
18,51
19,20
19,53
20,55
21,22
21,38
22,23
22,39
23,24
23,40
24,25
24,28
25,26
25,29
26,27
26,30
27,31
28,29
28,41
29,30
30,31
31,44
32,33
32,71
33,34
33,72
34,35
34,73
35,36
35,74
36,37
36,81
37,38
37,82
38,39
38,61
39,40
39,62
40,41
40,63
41,42
41,64
42,43
42,65
43,44
43,66
44,45
44,67
45,46
45,68
46,47
46,69
47,48
47,70
48,49
48,93
49,50
49,94
50,51
50,56
51,52
51,57
52,53
52,58
53,54
54,55
54,59
55,60
56,57
56,95
57,58
57,96
58,59
58,75
59,60
59,76
60,100
61,62
61,83
62,63
62,84
63,64
63,85
64,65
64,86
65,66
65,87
66,67
66,88
67,68
67,89
68,69
68,90
69,70
69,91
70,92
71,72
71,77
72,73
72,78
73,74
73,79
74,80
75,76
75,97
76,99
77,78
77,101
78,79
78,102
79,80
79,103
80,81
80,104
81,82
81,105
82,83
82,106
83,84
83,107
84,85
84,108
85,86
85,109
86,87
86,110
87,88
87,111
88,89
88,112
89,90
89,113
90,91
90,114
91,92
91,115
92,93
92,116
93,94
93,117
94,95
94,118
95,96
95,119
96,97
96,120
97,98
98,99
98,121
99,100
100,122
101,102
101,123
102,103
102,124
103,104
103,125
104,105
104,126
105,106
105,127
106,107
106,128
107,108
107,129
108,109
108,130
109,110
109,131
110,111
110,132
111,112
111,133
112,113
112,134
113,114
113,135
114,115
114,136
115,116
115,137
116,117
116,138
117,118
117,139
118,119
118,140
119,120
119,141
120,121
120,142
121,122
121,143
122,144
123,124
124,125
125,126
126,127
127,128
128,129
129,130
130,131
131,132
132,133
133,134
134,135
135,136
136,137
137,138
138,139
139,140
140,141
141,142
142,143
143,144
