x,y,column
778,42,1
689,42,1
601,42,1
510,42,1
778,67,0
689,74,0
601,74,0
510,74,0
778,102,0
689,102,0
601,102,0
510,102,0
817,129,1
778,129,1
689,129,1
601,129,1
510,129,1
817,159,0
778,159,1
689,159,0
601,159,0
510,159,0
778,187,0
689,187,0
601,187,0
510,187,0
817,216,1
778,216,1
689,216,1
601,216,1
510,216,1
473,216,1
817,244,0
778,244,0
689,244,0
601,244,0
510,244,0
473,244,0
817,272,0
778,272,0
689,272,0
601,272,0
510,272,0
473,272,0
817,300,1
778,300,1
689,300,1
601,300,1
510,300,1
473,300,1
817,328,0
778,328,0
689,328,0
601,328,0
510,328,0
473,328,0
817,357,0
778,357,0
689,357,0
601,357,0
510,357,0
473,357,0
817,385,1
778,385,1
689,385,1
601,385,1
510,385,1
473,385,1
817,413,0
778,413,0
689,413,0
601,413,0
510,413,0
473,413,0
817,441,0
778,441,0
689,441,0
601,441,0
510,441,0
473,441,0
817,470,1
778,470,1
689,470,1
601,470,1
510,470,1
473,470,1
778,498,0
689,498,0
601,498,0
510,498,0
817,524,0
778,524,0
689,524,0
601,524,0
510,524,0
817,554,1
778,554,1
689,554,1
601,554,1
510,554,1
778,579,0
689,579,0
601,579,0
510,579,0
817,604,1
778,604,1
689,604,1
601,604,1
510,604,1
