x,y,column
1033,146,0
924,146,0
836,146,0
723,146,0
610,146,0
497,146,0
384,146,0
297,146,0
230,146,0
117,146,0
44,146,0
5,146,0
1065,146,0
991,180,1
924,180,1
858,180,0
836,180,1
761,180,0
723,180,1
686,180,0
610,180,1
535,180,0
497,180,1
460,180,0
384,180,1
297,180,1
230,180,1
154,180,0
117,180,1
79,180,0
44,180,0
5,180,1
1099,180,0
1033,202,0
991,202,0
154,252,0
117,252,0
79,252,0
384,252,0
333,252,0
297,252,0
230,252,0
535,252,0
497,252,0
460,252,0
761,252,0
723,252,0
686,252,0
1033,252,0
991,252,0
924,252,0
884,252,0
858,252,0
836,252,0
230,314,1
190,314,0
154,314,0
117,314,1
79,314,0
44,314,0
5,314,1
836,314,1
796,314,0
761,314,0
723,314,1
686,314,0
651,314,0
610,314,1
570,314,0
535,314,0
497,314,1
460,314,0
425,314,0
384,314,1
44,354,0
5,354,1
297,354,1
257,354,1
230,354,1
190,354,0
425,354,0
384,354,1
651,354,0
610,354,1
570,354,0
836,354,1
796,354,0
1123,354,0
1033,354,0
991,354,1
962,354,1
924,354,1
1202,354,1
297,400,0
257,400,0
230,400,0
190,400,0
154,400,0
117,400,1
79,400,0
44,400,0
5,400,0
836,400,0
796,400,0
761,400,0
723,400,1
686,400,0
651,400,0
610,400,0
570,400,0
535,400,0
497,400,1
460,400,0
425,400,0
384,400,0
991,400,0
962,400,0
924,400,0
1263,400,0
1202,400,0
1123,400,0
154,447,1
117,447,0
79,447,1
384,447,1
333,447,0
297,447,1
535,447,1
497,447,0
460,447,1
761,447,1
723,447,0
686,447,1
924,447,1
884,447,0
836,447,1
1123,447,1
1061,447,0
991,447,1
154,489,1
79,489,1
5,489,1
1263,489,1
1123,489,1
1061,489,0
991,489,1
924,489,1
884,489,0
836,489,1
761,489,1
686,489,1
610,489,1
535,489,1
460,489,1
384,489,1
333,489,0
297,489,1
230,489,1
1266,350,0
1202,282,1
1034,178,1
1150,231,1
1118,257,1
