1.241000000000000000e+03,9.200000000000000000e+01,1.000000000000000000e+00
1.178000000000000000e+03,9.200000000000000000e+01,0.000000000000000000e+00
1.086000000000000000e+03,9.200000000000000000e+01,0.000000000000000000e+00
1.001000000000000000e+03,9.200000000000000000e+01,1.000000000000000000e+00
9.270000000000000000e+02,9.200000000000000000e+01,0.000000000000000000e+00
7.930000000000000000e+02,9.200000000000000000e+01,0.000000000000000000e+00
6.990000000000000000e+02,9.200000000000000000e+01,1.000000000000000000e+00
6.360000000000000000e+02,9.200000000000000000e+01,0.000000000000000000e+00
5.580000000000000000e+02,9.200000000000000000e+01,0.000000000000000000e+00
4.770000000000000000e+02,9.200000000000000000e+01,1.000000000000000000e+00
4.010000000000000000e+02,9.200000000000000000e+01,0.000000000000000000e+00
3.270000000000000000e+02,9.200000000000000000e+01,0.000000000000000000e+00
2.510000000000000000e+02,9.200000000000000000e+01,1.000000000000000000e+00
1.740000000000000000e+02,9.200000000000000000e+01,0.000000000000000000e+00
9.000000000000000000e+01,9.200000000000000000e+01,0.000000000000000000e+00
3.000000000000000000e+01,9.200000000000000000e+01,1.000000000000000000e+00
1.001000000000000000e+03,1.520000000000000000e+02,0.000000000000000000e+00
9.270000000000000000e+02,1.520000000000000000e+02,0.000000000000000000e+00
7.930000000000000000e+02,1.520000000000000000e+02,0.000000000000000000e+00
6.990000000000000000e+02,1.520000000000000000e+02,0.000000000000000000e+00
6.360000000000000000e+02,1.520000000000000000e+02,0.000000000000000000e+00
5.580000000000000000e+02,1.520000000000000000e+02,0.000000000000000000e+00
4.770000000000000000e+02,1.520000000000000000e+02,0.000000000000000000e+00
4.010000000000000000e+02,1.520000000000000000e+02,0.000000000000000000e+00
3.270000000000000000e+02,1.520000000000000000e+02,0.000000000000000000e+00
2.510000000000000000e+02,1.520000000000000000e+02,0.000000000000000000e+00
1.740000000000000000e+02,1.520000000000000000e+02,0.000000000000000000e+00
9.000000000000000000e+01,1.520000000000000000e+02,0.000000000000000000e+00
3.000000000000000000e+01,1.520000000000000000e+02,0.000000000000000000e+00
1.001000000000000000e+03,2.400000000000000000e+02,0.000000000000000000e+00
9.270000000000000000e+02,2.400000000000000000e+02,0.000000000000000000e+00
7.930000000000000000e+02,2.400000000000000000e+02,0.000000000000000000e+00
6.990000000000000000e+02,2.400000000000000000e+02,0.000000000000000000e+00
1.241000000000000000e+03,3.150000000000000000e+02,1.000000000000000000e+00
1.178000000000000000e+03,3.150000000000000000e+02,0.000000000000000000e+00
1.086000000000000000e+03,3.150000000000000000e+02,0.000000000000000000e+00
1.001000000000000000e+03,3.150000000000000000e+02,1.000000000000000000e+00
9.270000000000000000e+02,3.150000000000000000e+02,0.000000000000000000e+00
8.560000000000000000e+02,3.150000000000000000e+02,0.000000000000000000e+00
7.930000000000000000e+02,3.150000000000000000e+02,0.000000000000000000e+00
6.990000000000000000e+02,3.150000000000000000e+02,1.000000000000000000e+00
6.360000000000000000e+02,3.150000000000000000e+02,0.000000000000000000e+00
5.580000000000000000e+02,3.150000000000000000e+02,0.000000000000000000e+00
4.770000000000000000e+02,3.150000000000000000e+02,1.000000000000000000e+00
4.010000000000000000e+02,3.150000000000000000e+02,0.000000000000000000e+00
3.270000000000000000e+02,3.150000000000000000e+02,0.000000000000000000e+00
2.510000000000000000e+02,3.150000000000000000e+02,1.000000000000000000e+00
1.740000000000000000e+02,3.150000000000000000e+02,0.000000000000000000e+00
9.000000000000000000e+01,3.150000000000000000e+02,0.000000000000000000e+00
3.000000000000000000e+01,3.150000000000000000e+02,1.000000000000000000e+00
2.510000000000000000e+02,3.980000000000000000e+02,0.000000000000000000e+00
1.740000000000000000e+02,3.980000000000000000e+02,0.000000000000000000e+00
9.000000000000000000e+01,3.980000000000000000e+02,0.000000000000000000e+00
6.360000000000000000e+02,3.980000000000000000e+02,0.000000000000000000e+00
5.580000000000000000e+02,3.980000000000000000e+02,0.000000000000000000e+00
4.770000000000000000e+02,3.980000000000000000e+02,0.000000000000000000e+00
1.241000000000000000e+03,3.980000000000000000e+02,1.000000000000000000e+00
1.178000000000000000e+03,3.980000000000000000e+02,0.000000000000000000e+00
1.086000000000000000e+03,3.980000000000000000e+02,0.000000000000000000e+00
1.001000000000000000e+03,3.980000000000000000e+02,1.000000000000000000e+00
9.270000000000000000e+02,3.980000000000000000e+02,0.000000000000000000e+00
8.560000000000000000e+02,3.980000000000000000e+02,0.000000000000000000e+00
6.990000000000000000e+02,3.980000000000000000e+02,1.000000000000000000e+00
2.510000000000000000e+02,4.670000000000000000e+02,0.000000000000000000e+00
1.740000000000000000e+02,4.670000000000000000e+02,0.000000000000000000e+00
9.000000000000000000e+01,4.670000000000000000e+02,0.000000000000000000e+00
6.360000000000000000e+02,4.670000000000000000e+02,0.000000000000000000e+00
5.580000000000000000e+02,4.670000000000000000e+02,0.000000000000000000e+00
4.770000000000000000e+02,4.670000000000000000e+02,0.000000000000000000e+00
6.990000000000000000e+02,5.420000000000000000e+02,1.000000000000000000e+00
6.360000000000000000e+02,5.420000000000000000e+02,0.000000000000000000e+00
5.580000000000000000e+02,5.420000000000000000e+02,0.000000000000000000e+00
4.770000000000000000e+02,5.420000000000000000e+02,1.000000000000000000e+00
2.510000000000000000e+02,5.420000000000000000e+02,1.000000000000000000e+00
1.740000000000000000e+02,5.420000000000000000e+02,0.000000000000000000e+00
9.000000000000000000e+01,5.420000000000000000e+02,0.000000000000000000e+00
3.000000000000000000e+01,5.420000000000000000e+02,1.000000000000000000e+00
